current_state,current_model,action,next_state,next_model,count,total_from_state_action,transition_probability
"d=structured,b=none,r=false,c=EU_only,k=evidence,m=optimal,mt=M1",M1,a_eval,"d=structured,b=none,r=false,c=EU_only,k=evidence,m=optimal,mt=M1",M1,3219,7438,0.4328
"d=structured,b=none,r=false,c=EU_only,k=evidence,m=optimal,mt=M1",M1,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=evidence,m=suboptimal,mt=M2",M2,3216,7438,0.4324
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=evidence,m=suboptimal,mt=M2",M2,a_mitig,"d=structured,b=none,r=high-risk,c=EU_only,k=evidence,m=optimal,mt=M1",M1,3178,9490,0.3349
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=evidence,m=suboptimal,mt=M3",M3,a_reject,Reject_M3_c,Reject_M3_c,3165,7566,0.4183
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=evidence,m=suboptimal,mt=M2",M2,a_mitig,"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=evidence,m=suboptimal,mt=M3",M3,3088,9490,0.3254
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=start,m=suboptimal,mt=M2",M2,a_reject,Reject_M2_b,Reject_M2_b,2898,9695,0.2989
"d=structured,b=none,r=high-risk,c=EU_only,k=evidence,m=optimal,mt=M1",M1,a_accept,Accept_M1_a,Accept_M1_a,2408,3494,0.6892
"d=structured,b=none,r=high-risk,c=EU_only,k=evidence,m=optimal,mt=M1",M1,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,2039,17232,0.1183
"d=structured,b=none,r=false,c=EU_only,k=evidence,m=optimal,mt=M1",M1,a_accept,Accept_M1_b,Accept_M1_b,2011,6722,0.2992
"d=structured,b=none,r=high-risk,c=EU_only,k=evidence,m=optimal,mt=M1",M1,a_eval,"d=structured,b=none,r=high-risk,c=EU_only,k=proposed,m=optimal,mt=M1",M1,1997,17232,0.1159
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,a_reject,Reject_M2_c,Reject_M2_c,1839,3305,0.5564
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=start,m=suboptimal,mt=M2",M2,a_eval,"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=evidence,m=insufficient,mt=M4",M4,1726,5144,0.3355
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=start,m=suboptimal,mt=M2",M2,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=evidence,m=suboptimal,mt=M2",M2,1722,5144,0.3348
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=start,m=suboptimal,mt=M2",M2,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=evidence,m=suboptimal,mt=M3",M3,1696,5144,0.3297
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=start,m=suboptimal,mt=M2",M2,a_accept,Accept_M2_b,Accept_M2_b,1676,3093,0.5419
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=start,m=suboptimal,mt=M3",M3,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=evidence,m=suboptimal,mt=M2",M2,1497,4425,0.3383
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=start,m=suboptimal,mt=M3",M3,a_eval,"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=evidence,m=insufficient,mt=M4",M4,1492,4425,0.3372
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=start,m=suboptimal,mt=M3",M3,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=evidence,m=suboptimal,mt=M3",M3,1436,4425,0.3245
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=start,m=suboptimal,mt=M2",M2,a_reject,Reject_M2_d,Reject_M2_d,1314,9695,0.1355
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=evidence,m=suboptimal,mt=M2",M2,a_eval,"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=evidence,m=insufficient,mt=M4",M4,1235,5732,0.2155
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=evidence,m=suboptimal,mt=M2",M2,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=evidence,m=suboptimal,mt=M2",M2,1212,5732,0.2114
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=evidence,m=suboptimal,mt=M2",M2,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=evidence,m=suboptimal,mt=M3",M3,1187,5732,0.2071
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=proposed,m=insufficient,mt=M4",M4,a_reject,Reject_M4_d,Reject_M4_d,1082,1201,0.9009
"d=structured,b=none,r=high-risk,c=EU_only,k=evidence,m=optimal,mt=M1",M1,a_accept,Accept_M1_b,Accept_M1_b,1057,3494,0.3025
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,a_reject,Reject_M2_b,Reject_M2_b,1006,3305,0.3044
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=start,m=suboptimal,mt=M2",M2,a_accept,Accept_M2_c,Accept_M2_c,920,3093,0.2974
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=start,m=insufficient,mt=M4",M4,a_eval,"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=evidence,m=insufficient,mt=M4",M4,847,2472,0.3426
"d=structured,b=none,r=high-risk,c=EU_only,k=evidence,m=optimal,mt=M1",M1,a_reject,Reject_M1_b,Reject_M1_b,831,1310,0.6344
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=start,m=insufficient,mt=M4",M4,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=evidence,m=suboptimal,mt=M3",M3,821,2472,0.3321
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=evidence,m=suboptimal,mt=M3",M3,a_mitig,"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=evidence,m=suboptimal,mt=M2",M2,817,1599,0.5109
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=start,m=insufficient,mt=M4",M4,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=evidence,m=suboptimal,mt=M2",M2,804,2472,0.3252
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=evidence,m=suboptimal,mt=M3",M3,a_mitig,"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=evidence,m=suboptimal,mt=M3",M3,782,1599,0.4891
"d=structured,b=none,r=high-risk,c=EU_only,k=proposed,m=optimal,mt=M1",M1,a_accept,Accept_M1_a,Accept_M1_a,766,1115,0.687
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=proposed,m=suboptimal,mt=M3",M3,a_reject,Reject_M3_d,Reject_M3_d,716,1294,0.5533
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=evidence,m=suboptimal,mt=M2",M2,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,714,5732,0.1246
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=evidence,m=suboptimal,mt=M2",M2,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=proposed,m=suboptimal,mt=M3",M3,701,5732,0.1223
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=evidence,m=suboptimal,mt=M2",M2,a_eval,"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=proposed,m=insufficient,mt=M4",M4,683,5732,0.1192
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=evidence,m=suboptimal,mt=M2",M2,a_reject,Reject_M2_a,Reject_M2_a,596,27999,0.0213
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=evidence,m=suboptimal,mt=M2",M2,a_accept,Accept_M2_b,Accept_M2_b,558,1041,0.536
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=proposed,m=suboptimal,mt=M3",M3,a_reject,Reject_M3_c,Reject_M3_c,543,1294,0.4196
"d=structured,b=none,r=false,c=EU_only,k=evidence,m=optimal,mt=M1",M1,a_reject,Reject_M1_b,Reject_M1_b,531,858,0.6189
"d=structured,b=none,r=false,c=EU_only,k=evidence,m=optimal,mt=M1",M1,a_eval,"d=structured,b=none,r=false,c=EU_only,k=proposed,m=optimal,mt=M1",M1,517,7438,0.0695
"d=structured,b=none,r=false,c=EU_only,k=evidence,m=optimal,mt=M1",M1,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,486,7438,0.0653
"d=structured,b=none,r=high-risk,c=EU_only,k=proposed,m=optimal,mt=M1",M1,a_eval,"d=structured,b=none,r=high-risk,c=EU_only,k=proposed,m=optimal,mt=M1",M1,470,925,0.5081
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=evidence,m=insufficient,mt=M4",M4,a_eval,"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=evidence,m=insufficient,mt=M4",M4,466,1954,0.2385
"d=structured,b=none,r=high-risk,c=EU_only,k=proposed,m=optimal,mt=M1",M1,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,455,925,0.4919
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=evidence,m=insufficient,mt=M4",M4,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=evidence,m=suboptimal,mt=M2",M2,446,1954,0.2282
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=evidence,m=insufficient,mt=M4",M4,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=evidence,m=suboptimal,mt=M3",M3,444,1954,0.2272
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=evidence,m=insufficient,mt=M4",M4,a_reject,Reject_M4_c,Reject_M4_c,434,3934,0.1103
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=start,m=suboptimal,mt=M2",M2,a_accept,Accept_M2_a,Accept_M2_a,433,3093,0.14
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,a_reject,Reject_M2_d,Reject_M2_d,401,3305,0.1213
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=proposed,m=suboptimal,mt=M3",M3,367,1058,0.3469
"d=structured,b=none,r=high-risk,c=EU_only,k=evidence,m=optimal,mt=M1",M1,a_reject,Reject_M1_a,Reject_M1_a,366,1310,0.2794
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,a_eval,"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=proposed,m=insufficient,mt=M4",M4,355,1058,0.3355
"d=structured,b=none,r=high-risk,c=EU_only,k=proposed,m=optimal,mt=M1",M1,a_accept,Accept_M1_b,Accept_M1_b,341,1115,0.3058
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,336,1058,0.3176
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=evidence,m=suboptimal,mt=M2",M2,a_accept,Accept_M2_c,Accept_M2_c,319,1041,0.3064
"d=structured,b=none,r=high-risk,c=EU_only,k=proposed,m=optimal,mt=M1",M1,a_reject,Reject_M1_b,Reject_M1_b,275,430,0.6395
"d=structured,b=none,r=false,c=EU_only,k=proposed,m=optimal,mt=M1",M1,a_accept,Accept_M1_a,Accept_M1_a,251,359,0.6992
"d=structured,b=none,r=false,c=EU_only,k=evidence,m=optimal,mt=M1",M1,a_reject,Reject_M1_a,Reject_M1_a,241,858,0.2809
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=start,m=suboptimal,mt=M3",M3,a_reject,Reject_M3_b,Reject_M3_b,222,11065,0.0201
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=evidence,m=insufficient,mt=M4",M4,a_eval,"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=proposed,m=insufficient,mt=M4",M4,213,1954,0.109
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=evidence,m=insufficient,mt=M4",M4,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,204,1954,0.1044
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=start,m=suboptimal,mt=M2",M2,a_reject,Reject_M2_a,Reject_M2_a,193,9695,0.0199
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=evidence,m=insufficient,mt=M4",M4,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=proposed,m=suboptimal,mt=M3",M3,181,1954,0.0926
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=evidence,m=suboptimal,mt=M3",M3,a_reject,Reject_M3_b,Reject_M3_b,144,7566,0.019
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=evidence,m=suboptimal,mt=M2",M2,a_accept,Accept_M2_a,Accept_M2_a,136,1041,0.1306
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=evidence,m=suboptimal,mt=M3",M3,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=evidence,m=suboptimal,mt=M2",M2,129,408,0.3162
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=evidence,m=suboptimal,mt=M3",M3,a_eval,"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=evidence,m=insufficient,mt=M4",M4,122,408,0.299
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=evidence,m=suboptimal,mt=M3",M3,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=evidence,m=suboptimal,mt=M3",M3,119,408,0.2917
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=proposed,m=insufficient,mt=M4",M4,a_reject,Reject_M4_c,Reject_M4_c,119,1201,0.0991
"d=structured,b=none,r=high-risk,c=EU_only,k=proposed,m=optimal,mt=M1",M1,a_reject,Reject_M1_a,Reject_M1_a,113,430,0.2628
"d=structured,b=none,r=high-risk,c=EU_only,k=evidence,m=optimal,mt=M1",M1,a_reject,Reject_M1_c,Reject_M1_c,112,1310,0.0855
"d=structured,b=none,r=false,c=EU_only,k=proposed,m=optimal,mt=M1",M1,a_accept,Accept_M1_b,Accept_M1_b,105,359,0.2925
"d=structured,b=none,r=false,c=EU_only,k=proposed,m=optimal,mt=M1",M1,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,91,180,0.5056
"d=structured,b=none,r=false,c=EU_only,k=proposed,m=optimal,mt=M1",M1,a_eval,"d=structured,b=none,r=false,c=EU_only,k=proposed,m=optimal,mt=M1",M1,89,180,0.4944
"d=structured,b=none,r=false,c=EU_only,k=evidence,m=optimal,mt=M1",M1,a_reject,Reject_M1_c,Reject_M1_c,86,858,0.1002
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=start,m=suboptimal,mt=M2",M2,a_accept,Accept_M2_d,Accept_M2_d,64,3093,0.0207
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,a_reject,Reject_M2_a,Reject_M2_a,59,3305,0.0179
"d=structured,b=none,r=false,c=EU_only,k=evidence,m=optimal,mt=M1",M1,a_accept,Accept_M1_c,Accept_M1_c,51,6722,0.0076
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=proposed,m=insufficient,mt=M4",M4,a_eval,"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=proposed,m=insufficient,mt=M4",M4,46,111,0.4144
"d=structured,b=none,r=high-risk,c=EU_only,k=proposed,m=optimal,mt=M1",M1,a_reject,Reject_M1_c,Reject_M1_c,42,430,0.0977
"d=structured,b=none,r=false,c=EU_only,k=proposed,m=optimal,mt=M1",M1,a_reject,Reject_M1_b,Reject_M1_b,40,67,0.597
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=proposed,m=insufficient,mt=M4",M4,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=proposed,m=suboptimal,mt=M3",M3,36,111,0.3243
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=proposed,m=suboptimal,mt=M3",M3,a_reject,Reject_M3_b,Reject_M3_b,35,1294,0.027
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=proposed,m=insufficient,mt=M4",M4,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,29,111,0.2613
"d=structured,b=none,r=high-risk,c=EU_only,k=evidence,m=optimal,mt=M1",M1,a_accept,Accept_M1_c,Accept_M1_c,28,3494,0.008
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=evidence,m=suboptimal,mt=M2",M2,a_accept,Accept_M2_d,Accept_M2_d,28,1041,0.0269
"d=structured,b=none,r=false,c=EU_only,k=proposed,m=optimal,mt=M1",M1,a_reject,Reject_M1_a,Reject_M1_a,16,67,0.2388
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=evidence,m=suboptimal,mt=M3",M3,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,14,408,0.0343
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=evidence,m=suboptimal,mt=M3",M3,a_eval,"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=proposed,m=insufficient,mt=M4",M4,14,408,0.0343
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=evidence,m=suboptimal,mt=M3",M3,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=proposed,m=suboptimal,mt=M3",M3,10,408,0.0245
"d=structured,b=none,r=false,c=EU_only,k=proposed,m=optimal,mt=M1",M1,a_reject,Reject_M1_c,Reject_M1_c,9,67,0.1343
"d=structured,b=none,r=high-risk,c=EU_only,k=proposed,m=optimal,mt=M1",M1,a_accept,Accept_M1_c,Accept_M1_c,8,1115,0.0072
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=start,m=suboptimal,mt=M3",M3,a_accept,Accept_M3_c,Accept_M3_c,4,4,1.0
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=start,m=suboptimal,mt=M3",M3,a_reject,Reject_M3_a,Reject_M3_a,4,11065,0.0004
"d=structured,b=none,r=high-risk,c=EU_only,k=proposed,m=optimal,mt=M1",M1,a_mitig,"d=structured,b=none,r=high-risk,c=EU_only,k=proposed,m=optimal,mt=M1",M1,3,3,1.0
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=proposed,m=suboptimal,mt=M3",M3,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=proposed,m=suboptimal,mt=M3",M3,3,6,0.5
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,a_mitig,"d=structured,b=none,r=high-risk,c=EU_only,k=proposed,m=optimal,mt=M1",M1,3,6,0.5
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=evidence,m=suboptimal,mt=M3",M3,a_reject,Reject_M3_a,Reject_M3_a,3,7566,0.0004
"d=structured,b=none,r=false,c=EU_only,k=proposed,m=optimal,mt=M1",M1,a_accept,Accept_M1_c,Accept_M1_c,2,359,0.0056
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,a_mitig,"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=proposed,m=suboptimal,mt=M3",M3,2,6,0.3333
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=proposed,m=suboptimal,mt=M3",M3,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,2,6,0.3333
"d=structured,b=none,r=false,c=EU_only,k=proposed,m=optimal,mt=M1",M1,a_reject,Reject_M1_d,Reject_M1_d,2,67,0.0299
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=evidence,m=insufficient,mt=M4",M4,a_reject,Reject_M4_b,Reject_M4_b,2,3934,0.0005
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,a_accept,Accept_M2_b,Accept_M2_b,1,2,0.5
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,a_accept,Accept_M2_c,Accept_M2_c,1,2,0.5
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=proposed,m=suboptimal,mt=M3",M3,a_eval,"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=proposed,m=insufficient,mt=M4",M4,1,6,0.1667
"d=structured,b=none,r=false,c=EU_only,k=proposed,m=optimal,mt=M1",M1,a_accept,Accept_M1_d,Accept_M1_d,1,359,0.0028
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,a_mitig,"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,1,6,0.1667
