current_state,current_model,action,next_state,next_model,count,total_from_state_action,transition_probability
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,a_eval,"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=proposed,m=insufficient,mt=M4",M4,1219,3746,0.3254
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=proposed,m=insufficient,mt=M4",M4,a_reject,Reject_M4_d,Reject_M4_d,1122,1264,0.8877
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,a_reject,Reject_M2_d,Reject_M2_d,1087,8400,0.1294
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=evidence,m=insufficient,mt=M4",M4,a_reject,Reject_M4_d,Reject_M4_d,1081,1220,0.8861
"d=structured,b=none,r=high-risk,c=EU_only,k=evidence,m=optimal,mt=M1",M1,a_reject,Reject_M1_a,Reject_M1_a,1012,3604,0.2808
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=evidence,m=insufficient,mt=M4",M4,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=evidence,m=suboptimal,mt=M3",M3,824,3670,0.2245
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=evidence,m=insufficient,mt=M4",M4,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=evidence,m=suboptimal,mt=M2",M2,805,3670,0.2193
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=evidence,m=insufficient,mt=M4",M4,a_eval,"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=evidence,m=insufficient,mt=M4",M4,804,3670,0.2191
"d=structured,b=none,r=false,c=EU_only,k=evidence,m=optimal,mt=M1",M1,a_accept,Accept_M1_a,Accept_M1_a,627,891,0.7037
"d=structured,b=none,r=false,c=EU_only,k=evidence,m=optimal,mt=M1",M1,a_reject,Reject_M1_c,Reject_M1_c,612,7343,0.0833
"d=structured,b=none,r=false,c=EU_only,k=evidence,m=optimal,mt=M1",M1,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,522,7771,0.0672
"d=structured,b=none,r=false,c=EU_only,k=evidence,m=optimal,mt=M1",M1,a_eval,"d=structured,b=none,r=false,c=EU_only,k=proposed,m=optimal,mt=M1",M1,501,7771,0.0645
"d=structured,b=none,r=high-risk,c=EU_only,k=evidence,m=optimal,mt=M1",M1,a_accept,Accept_M1_b,Accept_M1_b,497,1749,0.2842
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=evidence,m=insufficient,mt=M4",M4,a_eval,"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=proposed,m=insufficient,mt=M4",M4,432,3670,0.1177
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=evidence,m=insufficient,mt=M4",M4,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,411,3670,0.112
"d=structured,b=none,r=high-risk,c=EU_only,k=proposed,m=optimal,mt=M1",M1,a_reject,Reject_M1_b,Reject_M1_b,407,633,0.643
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=evidence,m=insufficient,mt=M4",M4,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=proposed,m=suboptimal,mt=M3",M3,394,3670,0.1074
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=proposed,m=insufficient,mt=M4",M4,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,384,1084,0.3542
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=evidence,m=suboptimal,mt=M2",M2,a_reject,Reject_M2_a,Reject_M2_a,374,17537,0.0213
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=proposed,m=insufficient,mt=M4",M4,a_eval,"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=proposed,m=insufficient,mt=M4",M4,354,1084,0.3266
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=proposed,m=insufficient,mt=M4",M4,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=proposed,m=suboptimal,mt=M3",M3,346,1084,0.3192
"d=structured,b=none,r=high-risk,c=EU_only,k=evidence,m=optimal,mt=M1",M1,a_reject,Reject_M1_c,Reject_M1_c,339,3604,0.0941
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=start,m=suboptimal,mt=M2",M2,a_reject,Reject_M2_a,Reject_M2_a,261,11712,0.0223
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=evidence,m=suboptimal,mt=M3",M3,a_reject,Reject_M3_b,Reject_M3_b,258,13148,0.0196
"d=structured,b=none,r=false,c=EU_only,k=evidence,m=optimal,mt=M1",M1,a_accept,Accept_M1_b,Accept_M1_b,249,891,0.2795
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=start,m=suboptimal,mt=M3",M3,a_reject,Reject_M3_b,Reject_M3_b,246,11857,0.0207
"d=structured,b=none,r=false,c=EU_only,k=proposed,m=optimal,mt=M1",M1,a_accept,Accept_M1_a,Accept_M1_a,234,331,0.7069
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,a_reject,Reject_M2_a,Reject_M2_a,187,8400,0.0223
"d=structured,b=none,r=high-risk,c=EU_only,k=proposed,m=optimal,mt=M1",M1,a_reject,Reject_M1_a,Reject_M1_a,154,633,0.2433
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=proposed,m=insufficient,mt=M4",M4,a_reject,Reject_M4_c,Reject_M4_c,141,1264,0.1116
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=evidence,m=insufficient,mt=M4",M4,a_reject,Reject_M4_c,Reject_M4_c,139,1220,0.1139
"d=structured,b=none,r=false,c=EU_only,k=proposed,m=optimal,mt=M1",M1,a_accept,Accept_M1_b,Accept_M1_b,95,331,0.287
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=proposed,m=suboptimal,mt=M3",M3,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,95,216,0.4398
"d=structured,b=none,r=false,c=EU_only,k=proposed,m=optimal,mt=M1",M1,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,94,181,0.5193
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=proposed,m=suboptimal,mt=M3",M3,a_reject,Reject_M3_b,Reject_M3_b,88,4791,0.0184
"d=structured,b=none,r=false,c=EU_only,k=proposed,m=optimal,mt=M1",M1,a_eval,"d=structured,b=none,r=false,c=EU_only,k=proposed,m=optimal,mt=M1",M1,87,181,0.4807
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=start,m=insufficient,mt=M4",M4,a_mitig,"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=start,m=insufficient,mt=M4",M4,80,154,0.5195
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=start,m=insufficient,mt=M4",M4,a_mitig,"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=start,m=suboptimal,mt=M2",M2,74,154,0.4805
"d=structured,b=none,r=high-risk,c=EU_only,k=proposed,m=optimal,mt=M1",M1,a_reject,Reject_M1_c,Reject_M1_c,71,633,0.1122
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=proposed,m=suboptimal,mt=M3",M3,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=proposed,m=suboptimal,mt=M3",M3,66,216,0.3056
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=proposed,m=suboptimal,mt=M3",M3,a_eval,"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=proposed,m=insufficient,mt=M4",M4,55,216,0.2546
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,a_accept,Accept_M2_b,Accept_M2_b,54,100,0.54
"d=structured,b=none,r=false,c=EU_only,k=proposed,m=optimal,mt=M1",M1,a_reject,Reject_M1_b,Reject_M1_b,49,76,0.6447
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=evidence,m=suboptimal,mt=M3",M3,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,46,164,0.2805
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=evidence,m=suboptimal,mt=M3",M3,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=proposed,m=suboptimal,mt=M3",M3,40,164,0.2439
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=evidence,m=suboptimal,mt=M3",M3,a_eval,"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=proposed,m=insufficient,mt=M4",M4,38,164,0.2317
"d=structured,b=none,r=high-risk,c=EU_only,k=proposed,m=optimal,mt=M1",M1,a_accept,Accept_M1_c,Accept_M1_c,33,5620,0.0059
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,a_accept,Accept_M2_c,Accept_M2_c,32,100,0.32
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=start,m=suboptimal,mt=M2",M2,a_eval,"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=evidence,m=insufficient,mt=M4",M4,31,74,0.4189
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=start,m=suboptimal,mt=M2",M2,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=evidence,m=suboptimal,mt=M2",M2,23,74,0.3108
"d=structured,b=none,r=false,c=EU_only,k=proposed,m=optimal,mt=M1",M1,a_reject,Reject_M1_a,Reject_M1_a,22,76,0.2895
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=start,m=suboptimal,mt=M2",M2,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=evidence,m=suboptimal,mt=M3",M3,20,74,0.2703
"d=structured,b=none,r=false,c=EU_only,k=evidence,m=optimal,mt=M1",M1,a_accept,Accept_M1_c,Accept_M1_c,15,891,0.0168
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=evidence,m=suboptimal,mt=M3",M3,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=evidence,m=suboptimal,mt=M2",M2,14,164,0.0854
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=evidence,m=suboptimal,mt=M3",M3,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=evidence,m=suboptimal,mt=M3",M3,13,164,0.0793
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=evidence,m=suboptimal,mt=M3",M3,a_eval,"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=evidence,m=insufficient,mt=M4",M4,13,164,0.0793
"d=structured,b=none,r=high-risk,c=EU_only,k=evidence,m=optimal,mt=M1",M1,a_accept,Accept_M1_c,Accept_M1_c,13,1749,0.0074
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,a_accept,Accept_M2_a,Accept_M2_a,12,100,0.12
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=start,m=suboptimal,mt=M3",M3,a_reject,Reject_M3_a,Reject_M3_a,7,11857,0.0006
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=evidence,m=suboptimal,mt=M3",M3,a_reject,Reject_M3_a,Reject_M3_a,5,13148,0.0004
"d=structured,b=none,r=false,c=EU_only,k=proposed,m=optimal,mt=M1",M1,a_reject,Reject_M1_c,Reject_M1_c,5,76,0.0658
"d=structured,b=none,r=false,c=EU_only,k=evidence,m=optimal,mt=M1",M1,a_reject,Reject_M1_d,Reject_M1_d,4,7343,0.0005
"d=structured,b=none,r=high-risk,c=EU_only,k=proposed,m=optimal,mt=M1",M1,a_accept,Accept_M1_d,Accept_M1_d,3,5620,0.0005
"d=structured,b=none,r=high-risk,c=EU_only,k=evidence,m=optimal,mt=M1",M1,a_reject,Reject_M1_d,Reject_M1_d,3,3604,0.0008
"d=structured,b=none,r=false,c=EU_only,k=proposed,m=optimal,mt=M1",M1,a_accept,Accept_M1_c,Accept_M1_c,2,331,0.006
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,a_accept,Accept_M2_d,Accept_M2_d,2,100,0.02
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=proposed,m=suboptimal,mt=M3",M3,a_accept,Accept_M3_c,Accept_M3_c,1,1,1.0
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=proposed,m=suboptimal,mt=M3",M3,a_reject,Reject_M3_a,Reject_M3_a,1,4791,0.0002
"d=structured,b=none,r=high-risk,c=EU_only,k=evidence,m=optimal,mt=M1",M1,a_accept,Accept_M1_d,Accept_M1_d,1,1749,0.0006
