current_state,current_model,action,next_state,next_model,count,total_from_state_action,transition_probability
"d=structured,b=none,r=false,c=EU_only,k=start,m=optimal,mt=M1",M1,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=evidence,m=suboptimal,mt=M2",M2,18911,37591,0.5031
"d=structured,b=none,r=false,c=EU_only,k=start,m=optimal,mt=M1",M1,a_eval,"d=structured,b=none,r=false,c=EU_only,k=evidence,m=optimal,mt=M1",M1,18680,37591,0.4969
"d=structured,b=none,r=high-risk,c=EU_only,k=evidence,m=optimal,mt=M1",M1,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=evidence,m=suboptimal,mt=M2",M2,17619,56797,0.3102
"d=structured,b=none,r=high-risk,c=EU_only,k=evidence,m=optimal,mt=M1",M1,a_eval,"d=structured,b=none,r=high-risk,c=EU_only,k=evidence,m=optimal,mt=M1",M1,17549,56797,0.309
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=evidence,m=suboptimal,mt=M2",M2,a_reject,Reject_M2_c,Reject_M2_c,16133,29391,0.5489
"d=structured,b=none,r=high-risk,c=EU_only,k=start,m=optimal,mt=M1",M1,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=evidence,m=suboptimal,mt=M2",M2,15885,31763,0.5001
"d=structured,b=none,r=high-risk,c=EU_only,k=start,m=optimal,mt=M1",M1,a_eval,"d=structured,b=none,r=high-risk,c=EU_only,k=evidence,m=optimal,mt=M1",M1,15878,31763,0.4999
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=start,m=insufficient,mt=M4",M4,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=evidence,m=suboptimal,mt=M3",M3,12575,37577,0.3346
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=start,m=insufficient,mt=M4",M4,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=evidence,m=suboptimal,mt=M2",M2,12528,37577,0.3334
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=start,m=insufficient,mt=M4",M4,a_eval,"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=evidence,m=insufficient,mt=M4",M4,12474,37577,0.332
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=start,m=suboptimal,mt=M3",M3,a_reject,Reject_M3_d,Reject_M3_d,12054,21669,0.5563
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=start,m=suboptimal,mt=M2",M2,a_reject,Reject_M2_c,Reject_M2_c,11950,21721,0.5502
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=evidence,m=suboptimal,mt=M3",M3,a_reject,Reject_M3_d,Reject_M3_d,11889,21379,0.5561
"d=structured,b=none,r=high-risk,c=EU_only,k=evidence,m=optimal,mt=M1",M1,a_eval,"d=structured,b=none,r=high-risk,c=EU_only,k=proposed,m=optimal,mt=M1",M1,10817,56797,0.1905
"d=structured,b=none,r=high-risk,c=EU_only,k=evidence,m=optimal,mt=M1",M1,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,10812,56797,0.1904
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=evidence,m=insufficient,mt=M4",M4,a_mitig,"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=evidence,m=insufficient,mt=M4",M4,9792,19387,0.5051
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=evidence,m=insufficient,mt=M4",M4,a_mitig,"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=evidence,m=suboptimal,mt=M2",M2,9595,19387,0.4949
"d=structured,b=none,r=high-risk,c=EU_only,k=evidence,m=optimal,mt=M1",M1,a_mitig,"d=structured,b=none,r=high-risk,c=EU_only,k=evidence,m=optimal,mt=M1",M1,9174,9174,1.0
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=start,m=suboptimal,mt=M3",M3,a_reject,Reject_M3_c,Reject_M3_c,9161,21669,0.4228
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=evidence,m=suboptimal,mt=M3",M3,a_reject,Reject_M3_c,Reject_M3_c,9032,21379,0.4225
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=evidence,m=suboptimal,mt=M2",M2,a_reject,Reject_M2_b,Reject_M2_b,8783,29391,0.2988
"d=structured,b=none,r=high-risk,c=EU_only,k=proposed,m=optimal,mt=M1",M1,a_mitig,"d=structured,b=none,r=high-risk,c=EU_only,k=proposed,m=optimal,mt=M1",M1,8309,8309,1.0
"d=structured,b=none,r=false,c=EU_only,k=evidence,m=optimal,mt=M1",M1,a_reject,Reject_M1_b,Reject_M1_b,7672,12032,0.6376
"d=structured,b=none,r=high-risk,c=EU_only,k=proposed,m=optimal,mt=M1",M1,a_eval,"d=structured,b=none,r=high-risk,c=EU_only,k=proposed,m=optimal,mt=M1",M1,7571,15106,0.5012
"d=structured,b=none,r=high-risk,c=EU_only,k=proposed,m=optimal,mt=M1",M1,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,7535,15106,0.4988
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,a_reject,Reject_M2_c,Reject_M2_c,7467,13678,0.5459
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,a_mitig,"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,6574,19287,0.3409
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=start,m=suboptimal,mt=M2",M2,a_reject,Reject_M2_b,Reject_M2_b,6552,21721,0.3016
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,a_mitig,"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=proposed,m=suboptimal,mt=M3",M3,6367,19287,0.3301
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,a_mitig,"d=structured,b=none,r=high-risk,c=EU_only,k=proposed,m=optimal,mt=M1",M1,6346,19287,0.329
"d=structured,b=none,r=high-risk,c=EU_only,k=proposed,m=optimal,mt=M1",M1,a_reject,Reject_M1_b,Reject_M1_b,6109,9617,0.6352
"d=structured,b=none,r=high-risk,c=EU_only,k=evidence,m=optimal,mt=M1",M1,a_reject,Reject_M1_b,Reject_M1_b,5173,8204,0.6305
"d=structured,b=none,r=false,c=EU_only,k=evidence,m=optimal,mt=M1",M1,a_eval,"d=structured,b=none,r=false,c=EU_only,k=evidence,m=optimal,mt=M1",M1,5105,11721,0.4355
"d=structured,b=none,r=false,c=EU_only,k=evidence,m=optimal,mt=M1",M1,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=evidence,m=suboptimal,mt=M2",M2,5009,11721,0.4274
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=proposed,m=suboptimal,mt=M3",M3,a_mitig,"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,4897,9725,0.5035
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=proposed,m=suboptimal,mt=M3",M3,a_mitig,"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=proposed,m=suboptimal,mt=M3",M3,4828,9725,0.4965
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=evidence,m=suboptimal,mt=M2",M2,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=evidence,m=suboptimal,mt=M2",M2,4434,21212,0.209
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=evidence,m=suboptimal,mt=M2",M2,a_eval,"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=evidence,m=insufficient,mt=M4",M4,4323,21212,0.2038
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=evidence,m=suboptimal,mt=M2",M2,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=evidence,m=suboptimal,mt=M3",M3,4308,21212,0.2031
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=proposed,m=suboptimal,mt=M3",M3,a_reject,Reject_M3_d,Reject_M3_d,4289,7583,0.5656
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,a_reject,Reject_M2_b,Reject_M2_b,4150,13678,0.3034
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=evidence,m=suboptimal,mt=M2",M2,a_reject,Reject_M2_d,Reject_M2_d,3883,29391,0.1321
"d=structured,b=none,r=false,c=EU_only,k=evidence,m=optimal,mt=M1",M1,a_reject,Reject_M1_a,Reject_M1_a,3335,12032,0.2772
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=proposed,m=suboptimal,mt=M3",M3,a_reject,Reject_M3_c,Reject_M3_c,3126,7583,0.4122
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=evidence,m=suboptimal,mt=M2",M2,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=proposed,m=suboptimal,mt=M3",M3,2781,21212,0.1311
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=start,m=suboptimal,mt=M2",M2,a_reject,Reject_M2_d,Reject_M2_d,2767,21721,0.1274
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=evidence,m=suboptimal,mt=M2",M2,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,2708,21212,0.1277
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=evidence,m=suboptimal,mt=M2",M2,a_eval,"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=proposed,m=insufficient,mt=M4",M4,2658,21212,0.1253
"d=structured,b=none,r=high-risk,c=EU_only,k=proposed,m=optimal,mt=M1",M1,a_reject,Reject_M1_a,Reject_M1_a,2642,9617,0.2747
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=proposed,m=insufficient,mt=M4",M4,a_mitig,"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=proposed,m=insufficient,mt=M4",M4,2389,4741,0.5039
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=proposed,m=insufficient,mt=M4",M4,a_mitig,"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,2352,4741,0.4961
"d=structured,b=none,r=high-risk,c=EU_only,k=evidence,m=optimal,mt=M1",M1,a_reject,Reject_M1_a,Reject_M1_a,2204,8204,0.2686
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,2201,6525,0.3373
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,a_eval,"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=proposed,m=insufficient,mt=M4",M4,2178,6525,0.3338
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=proposed,m=suboptimal,mt=M3",M3,2146,6525,0.3289
"d=structured,b=none,r=false,c=EU_only,k=proposed,m=optimal,mt=M1",M1,a_mitig,"d=structured,b=none,r=false,c=EU_only,k=proposed,m=optimal,mt=M1",M1,1965,1965,1.0
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=proposed,m=insufficient,mt=M4",M4,a_reject,Reject_M4_d,Reject_M4_d,1934,2182,0.8863
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=evidence,m=insufficient,mt=M4",M4,a_reject,Reject_M4_d,Reject_M4_d,1888,2162,0.8733
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,a_reject,Reject_M2_d,Reject_M2_d,1794,13678,0.1312
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=evidence,m=insufficient,mt=M4",M4,a_eval,"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=evidence,m=insufficient,mt=M4",M4,1477,6517,0.2266
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=evidence,m=insufficient,mt=M4",M4,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=evidence,m=suboptimal,mt=M3",M3,1476,6517,0.2265
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=evidence,m=insufficient,mt=M4",M4,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=evidence,m=suboptimal,mt=M2",M2,1401,6517,0.215
"d=structured,b=none,r=false,c=EU_only,k=evidence,m=optimal,mt=M1",M1,a_reject,Reject_M1_c,Reject_M1_c,1013,12032,0.0842
"d=structured,b=none,r=high-risk,c=EU_only,k=proposed,m=optimal,mt=M1",M1,a_reject,Reject_M1_c,Reject_M1_c,859,9617,0.0893
"d=structured,b=none,r=high-risk,c=EU_only,k=evidence,m=optimal,mt=M1",M1,a_reject,Reject_M1_c,Reject_M1_c,823,8204,0.1003
"d=structured,b=none,r=false,c=EU_only,k=evidence,m=optimal,mt=M1",M1,a_eval,"d=structured,b=none,r=false,c=EU_only,k=proposed,m=optimal,mt=M1",M1,823,11721,0.0702
"d=structured,b=none,r=false,c=EU_only,k=evidence,m=optimal,mt=M1",M1,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,784,11721,0.0669
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=evidence,m=insufficient,mt=M4",M4,a_eval,"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=proposed,m=insufficient,mt=M4",M4,753,6517,0.1155
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=evidence,m=insufficient,mt=M4",M4,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,717,6517,0.11
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=evidence,m=insufficient,mt=M4",M4,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=proposed,m=suboptimal,mt=M3",M3,693,6517,0.1063
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=proposed,m=insufficient,mt=M4",M4,a_eval,"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=proposed,m=insufficient,mt=M4",M4,610,1805,0.338
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=proposed,m=insufficient,mt=M4",M4,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,598,1805,0.3313
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=proposed,m=insufficient,mt=M4",M4,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=proposed,m=suboptimal,mt=M3",M3,597,1805,0.3307
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=evidence,m=suboptimal,mt=M2",M2,a_reject,Reject_M2_a,Reject_M2_a,592,29391,0.0201
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=start,m=suboptimal,mt=M2",M2,a_reject,Reject_M2_a,Reject_M2_a,452,21721,0.0208
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=evidence,m=suboptimal,mt=M3",M3,a_reject,Reject_M3_b,Reject_M3_b,441,21379,0.0206
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=start,m=suboptimal,mt=M3",M3,a_reject,Reject_M3_b,Reject_M3_b,441,21669,0.0204
"d=structured,b=none,r=false,c=EU_only,k=proposed,m=optimal,mt=M1",M1,a_reject,Reject_M1_b,Reject_M1_b,421,649,0.6487
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=evidence,m=insufficient,mt=M4",M4,a_reject,Reject_M4_c,Reject_M4_c,272,2162,0.1258
"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,a_reject,Reject_M2_a,Reject_M2_a,267,13678,0.0195
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=proposed,m=insufficient,mt=M4",M4,a_reject,Reject_M4_c,Reject_M4_c,247,2182,0.1132
"d=structured,b=none,r=false,c=EU_only,k=proposed,m=optimal,mt=M1",M1,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,168,292,0.5753
"d=structured,b=none,r=false,c=EU_only,k=proposed,m=optimal,mt=M1",M1,a_reject,Reject_M1_a,Reject_M1_a,163,649,0.2512
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=proposed,m=suboptimal,mt=M3",M3,a_reject,Reject_M3_b,Reject_M3_b,159,7583,0.021
"d=structured,b=none,r=false,c=EU_only,k=proposed,m=optimal,mt=M1",M1,a_eval,"d=structured,b=none,r=false,c=EU_only,k=proposed,m=optimal,mt=M1",M1,124,292,0.4247
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=proposed,m=suboptimal,mt=M3",M3,a_eval,"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=proposed,m=insufficient,mt=M4",M4,84,230,0.3652
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=proposed,m=suboptimal,mt=M3",M3,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,79,230,0.3435
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=proposed,m=suboptimal,mt=M3",M3,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=proposed,m=suboptimal,mt=M3",M3,67,230,0.2913
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=evidence,m=suboptimal,mt=M3",M3,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=adequacy,k=proposed,m=suboptimal,mt=M2",M2,65,180,0.3611
"d=structured,b=none,r=false,c=EU_only,k=proposed,m=optimal,mt=M1",M1,a_reject,Reject_M1_c,Reject_M1_c,63,649,0.0971
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=evidence,m=suboptimal,mt=M3",M3,a_eval,"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=proposed,m=suboptimal,mt=M3",M3,59,180,0.3278
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=evidence,m=suboptimal,mt=M3",M3,a_eval,"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=proposed,m=insufficient,mt=M4",M4,56,180,0.3111
"d=structured,b=none,r=false,c=EU_only,k=evidence,m=optimal,mt=M1",M1,a_accept,Accept_M1_a,Accept_M1_a,21,32,0.6562
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=evidence,m=suboptimal,mt=M3",M3,a_reject,Reject_M3_a,Reject_M3_a,17,21379,0.0008
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=start,m=suboptimal,mt=M3",M3,a_reject,Reject_M3_a,Reject_M3_a,13,21669,0.0006
"d=structured,b=none,r=false,c=EU_only,k=evidence,m=optimal,mt=M1",M1,a_reject,Reject_M1_d,Reject_M1_d,12,12032,0.001
"d=structured,b=none,r=false,c=EU_only,k=evidence,m=optimal,mt=M1",M1,a_accept,Accept_M1_b,Accept_M1_b,11,32,0.3438
"d=multimodal,b=remote_id,r=high-risk,c=non_compliant,k=proposed,m=suboptimal,mt=M3",M3,a_reject,Reject_M3_a,Reject_M3_a,9,7583,0.0012
"d=structured,b=none,r=high-risk,c=EU_only,k=proposed,m=optimal,mt=M1",M1,a_accept,Accept_M1_a,Accept_M1_a,7,11,0.6364
"d=structured,b=none,r=high-risk,c=EU_only,k=proposed,m=optimal,mt=M1",M1,a_reject,Reject_M1_d,Reject_M1_d,7,9617,0.0007
"d=structured,b=none,r=high-risk,c=EU_only,k=evidence,m=optimal,mt=M1",M1,a_reject,Reject_M1_d,Reject_M1_d,4,8204,0.0005
"d=structured,b=none,r=false,c=EU_only,k=proposed,m=optimal,mt=M1",M1,a_accept,Accept_M1_b,Accept_M1_b,3,6,0.5
"d=structured,b=none,r=high-risk,c=EU_only,k=proposed,m=optimal,mt=M1",M1,a_accept,Accept_M1_b,Accept_M1_b,3,11,0.2727
"d=structured,b=none,r=false,c=EU_only,k=proposed,m=optimal,mt=M1",M1,a_accept,Accept_M1_a,Accept_M1_a,3,6,0.5
"d=structured,b=none,r=high-risk,c=EU_only,k=evidence,m=optimal,mt=M1",M1,a_accept,Accept_M1_a,Accept_M1_a,3,5,0.6
"d=structured,b=none,r=false,c=EU_only,k=proposed,m=optimal,mt=M1",M1,a_reject,Reject_M1_d,Reject_M1_d,2,649,0.0031
"d=structured,b=none,r=high-risk,c=EU_only,k=evidence,m=optimal,mt=M1",M1,a_accept,Accept_M1_b,Accept_M1_b,2,5,0.4
"d=structured,b=none,r=high-risk,c=EU_only,k=proposed,m=optimal,mt=M1",M1,a_accept,Accept_M1_c,Accept_M1_c,1,11,0.0909
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=evidence,m=insufficient,mt=M4",M4,a_reject,Reject_M4_a,Reject_M4_a,1,2162,0.0005
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=proposed,m=insufficient,mt=M4",M4,a_reject,Reject_M4_a,Reject_M4_a,1,2182,0.0005
"d=multimodal,b=categorisation,r=high-risk,c=adequacy,k=evidence,m=insufficient,mt=M4",M4,a_reject,Reject_M4_b,Reject_M4_b,1,2162,0.0005
