current_state,action,next_state,count,probability
M4,a_accept,Reject,19716,1.0
M3,a_accept,Accept_M3,10048,1.0
M3,a_eval,M3,37554,0.6967
M3,a_eval,M2,8166,0.1515
M3,a_eval,M4,8182,0.1518
M2,a_accept,Accept_M2,30383,1.0
M1,a_accept,Accept_M1,5836,1.0
M4,a_mitig,M2,82,0.2662
M4,a_mitig,M4,226,0.7338
M4,a_reject,s0,1659,1.0
s0,a_next,M1,774,0.363
s0,a_next,M2,699,0.3279
s0,a_next,M3,659,0.3091
M4,a_eval,M4,1150,1.0
M3,a_reject,s0,473,1.0
M3,a_mitig,M3,6,0.6
M3,a_mitig,M2,4,0.4
