d,b,r,c,k,m,m_metrics,initial_identified_model,actions_sequence,total_steps,final_state,total_reward
structured,none,false,adequacy,start,insufficient,"[0.057, 0.91, 0.982, 0.759]",M1,a_accept,1,Accept_M1,53.0
multimodal,verification,high-risk,inadequate_SCC,start,insufficient,"[0.051, 0.808, 0.707, 0.739]",M3,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_accept,6,Accept_M2,4.0
unstructured_text,remote_id,high-risk,adequacy,start,insufficient,"[0.151, 0.794, 0.78, 0.973]",M2,a_accept,1,Accept_M2,19.0
multimodal,verification,high-risk,adequacy,start,insufficient,"[0.085, 0.796, 0.826, 0.832]",M2,a_accept,1,Accept_M2,19.0
structured,remote_id,high-risk,non_compliant,start,insufficient,"[0.155, 0.754, 0.742, 0.772]",M3,a_eval -> a_eval -> a_accept,3,Reject,64.0
multimodal,verification,high-risk,EU_only,start,insufficient,"[0.014, 0.851, 0.823, 0.777]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,remote_id,high-risk,adequacy,start,insufficient,"[0.167, 0.743, 0.931, 0.957]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,remote_id,high-risk,adequacy,start,insufficient,"[0.161, 0.912, 0.912, 0.796]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.021, 0.926, 0.782, 0.989]",M3,a_accept,1,Accept_M3,-38.0
image,remote_id,high-risk,inadequate_SCC,start,suboptimal,"[0.109, 0.978, 0.817, 0.976]",M3,a_accept,1,Accept_M3,-38.0
multimodal,verification,high-risk,EU_only,start,suboptimal,"[0.141, 0.868, 0.882, 0.931]",M2,a_accept,1,Accept_M2,19.0
structured,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.087, 0.775, 0.978, 0.892]",M3,a_accept,1,Accept_M3,-38.0
multimodal,none,false,EU_only,start,insufficient,"[0.134, 0.756, 0.782, 0.726]",M2,a_accept,1,Accept_M2,19.0
structured,categorisation,false,inadequate_SCC,start,insufficient,"[0.073, 0.733, 0.957, 0.968]",M4,a_next -> a_accept,2,Reject,65.0
structured,remote_id,high-risk,non_compliant,start,insufficient,"[0.145, 0.912, 0.712, 0.868]",M3,a_eval -> a_eval -> a_eval -> a_accept,4,Accept_M2,10.0
multimodal,verification,high-risk,EU_only,start,suboptimal,"[0.089, 0.969, 0.879, 0.826]",M2,a_accept,1,Accept_M2,19.0
multimodal,verification,high-risk,non_compliant,start,insufficient,"[0.061, 0.715, 0.942, 0.907]",M3,a_eval -> a_accept,2,Accept_M2,16.0
multimodal,remote_id,high-risk,EU_only,start,insufficient,"[0.188, 0.73, 0.948, 0.937]",M2,a_accept,1,Accept_M2,19.0
structured,remote_id,high-risk,non_compliant,start,insufficient,"[0.132, 0.947, 0.732, 0.917]",M3,a_eval -> a_accept,2,Reject,67.0
image,categorisation,false,inadequate_SCC,start,insufficient,"[0.075, 0.954, 0.902, 0.703]",M4,a_next -> a_accept,2,Reject,65.0
image,none,false,non_compliant,start,insufficient,"[0.103, 0.78, 0.919, 0.947]",M3,a_eval -> a_accept,2,Accept_M2,16.0
image,categorisation,false,non_compliant,start,insufficient,"[0.186, 0.778, 0.799, 0.824]",M4,a_reject -> a_next -> a_accept,3,Accept_M2,9.0
image,verification,high-risk,adequacy,start,insufficient,"[0.019, 0.984, 0.764, 0.899]",M2,a_accept,1,Accept_M2,19.0
image,categorisation,false,non_compliant,start,insufficient,"[0.114, 0.95, 0.841, 0.798]",M4,a_reject -> a_next -> a_eval -> a_eval -> a_accept,5,Accept_M2,3.0
unstructured_text,remote_id,high-risk,adequacy,start,insufficient,"[0.038, 0.963, 0.737, 0.952]",M2,a_accept,1,Accept_M2,19.0
structured,categorisation,false,adequacy,start,insufficient,"[0.166, 0.948, 0.816, 0.967]",M4,a_accept,1,Reject,70.0
unstructured_text,none,false,inadequate_SCC,start,insufficient,"[0.036, 0.743, 0.758, 0.831]",M3,a_accept,1,Accept_M3,-38.0
unstructured_text,none,false,adequacy,start,insufficient,"[0.164, 0.913, 0.774, 0.755]",M1,a_accept,1,Accept_M1,53.0
unstructured_text,verification,high-risk,EU_only,start,insufficient,"[0.14, 0.768, 0.93, 0.94]",M2,a_accept,1,Accept_M2,19.0
image,remote_id,high-risk,adequacy,start,insufficient,"[0.04, 0.827, 0.809, 0.754]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,categorisation,false,non_compliant,start,insufficient,"[0.131, 0.749, 0.818, 0.811]",M4,a_next -> a_accept,2,Reject,65.0
structured,verification,high-risk,inadequate_SCC,start,insufficient,"[0.198, 0.927, 0.775, 0.911]",M3,a_accept,1,Accept_M3,-38.0
structured,remote_id,high-risk,EU_only,start,insufficient,"[0.157, 0.896, 0.759, 0.931]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,remote_id,high-risk,EU_only,start,insufficient,"[0.157, 0.776, 0.728, 0.793]",M2,a_accept,1,Accept_M2,19.0
image,verification,high-risk,adequacy,start,suboptimal,"[0.034, 0.947, 0.955, 0.885]",M2,a_accept,1,Accept_M2,19.0
structured,none,false,non_compliant,start,insufficient,"[0.134, 0.758, 0.752, 0.936]",M3,a_eval -> a_eval -> a_accept,3,Reject,64.0
unstructured_text,verification,high-risk,inadequate_SCC,start,insufficient,"[0.055, 0.717, 0.954, 0.986]",M3,a_accept,1,Accept_M3,-38.0
unstructured_text,categorisation,false,adequacy,start,insufficient,"[0.187, 0.928, 0.875, 0.7]",M4,a_accept,1,Reject,70.0
unstructured_text,remote_id,high-risk,adequacy,start,insufficient,"[0.033, 0.742, 0.842, 0.935]",M2,a_accept,1,Accept_M2,19.0
image,remote_id,high-risk,EU_only,start,insufficient,"[0.09, 0.933, 0.87, 0.703]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,categorisation,false,EU_only,start,suboptimal,"[0.058, 0.928, 0.895, 0.961]",M4,a_accept,1,Reject,70.0
unstructured_text,none,false,inadequate_SCC,start,insufficient,"[0.184, 0.834, 0.969, 0.863]",M3,a_accept,1,Accept_M3,-38.0
unstructured_text,remote_id,high-risk,EU_only,start,suboptimal,"[0.107, 0.872, 0.87, 0.945]",M2,a_accept,1,Accept_M2,19.0
image,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.172, 0.899, 0.827, 0.761]",M3,a_accept,1,Accept_M3,-38.0
structured,none,false,inadequate_SCC,start,suboptimal,"[0.048, 0.954, 0.855, 0.983]",M3,a_accept,1,Accept_M3,-38.0
unstructured_text,categorisation,false,inadequate_SCC,start,suboptimal,"[0.107, 0.807, 0.914, 0.895]",M4,a_eval -> a_accept,2,Reject,67.0
unstructured_text,remote_id,high-risk,inadequate_SCC,start,suboptimal,"[0.037, 0.959, 0.803, 0.873]",M3,a_accept,1,Accept_M3,-38.0
structured,verification,high-risk,non_compliant,start,insufficient,"[0.188, 0.912, 0.93, 0.791]",M3,a_eval -> a_eval -> a_accept,3,Reject,64.0
image,categorisation,false,adequacy,start,insufficient,"[0.148, 0.744, 0.951, 0.94]",M4,a_accept,1,Reject,70.0
unstructured_text,none,false,adequacy,start,insufficient,"[0.187, 0.839, 0.867, 0.974]",M1,a_accept,1,Accept_M1,53.0
unstructured_text,remote_id,high-risk,adequacy,start,insufficient,"[0.021, 0.869, 0.702, 0.892]",M2,a_accept,1,Accept_M2,19.0
image,remote_id,high-risk,EU_only,start,suboptimal,"[0.082, 0.837, 0.838, 0.942]",M2,a_accept,1,Accept_M2,19.0
image,none,false,inadequate_SCC,start,insufficient,"[0.044, 0.727, 0.779, 0.922]",M3,a_eval -> a_accept,2,Reject,67.0
structured,none,false,EU_only,start,insufficient,"[0.067, 0.907, 0.724, 0.945]",M1,a_accept,1,Accept_M1,53.0
unstructured_text,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.023, 0.753, 0.93, 0.964]",M3,a_accept,1,Accept_M3,-38.0
structured,categorisation,false,non_compliant,start,insufficient,"[0.03, 0.761, 0.745, 0.916]",M4,a_next -> a_accept,2,Reject,65.0
structured,remote_id,high-risk,non_compliant,start,insufficient,"[0.164, 0.853, 0.785, 0.721]",M3,a_eval -> a_eval -> a_eval -> a_accept,4,Accept_M2,10.0
unstructured_text,remote_id,high-risk,adequacy,start,insufficient,"[0.082, 0.877, 0.72, 0.765]",M2,a_accept,1,Accept_M2,19.0
structured,none,false,non_compliant,start,insufficient,"[0.052, 0.709, 0.841, 0.961]",M3,a_eval -> a_eval -> a_eval -> a_eval -> a_accept,5,Reject,58.0
structured,categorisation,false,non_compliant,start,insufficient,"[0.056, 0.955, 0.773, 0.815]",M4,a_next -> a_accept,2,Reject,65.0
image,categorisation,false,non_compliant,start,insufficient,"[0.141, 0.765, 0.776, 0.704]",M4,a_next -> a_accept,2,Reject,65.0
structured,remote_id,high-risk,adequacy,start,suboptimal,"[0.138, 0.99, 0.92, 0.899]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,categorisation,false,non_compliant,start,insufficient,"[0.071, 0.983, 0.701, 0.717]",M4,a_next -> a_accept,2,Reject,65.0
multimodal,verification,high-risk,non_compliant,start,insufficient,"[0.153, 0.987, 0.952, 0.938]",M3,a_eval -> a_eval -> a_eval -> a_accept,4,Accept_M2,10.0
structured,categorisation,false,EU_only,start,insufficient,"[0.129, 0.846, 0.746, 0.759]",M4,a_accept,1,Reject,70.0
image,verification,high-risk,non_compliant,start,insufficient,"[0.096, 0.905, 0.792, 0.845]",M3,a_eval -> a_eval -> a_eval -> a_eval -> a_accept,5,Reject,58.0
unstructured_text,none,false,non_compliant,start,insufficient,"[0.092, 0.92, 0.773, 0.864]",M3,a_eval -> a_accept,2,Reject,67.0
unstructured_text,verification,high-risk,non_compliant,start,insufficient,"[0.147, 0.929, 0.737, 0.735]",M3,a_eval -> a_accept,2,Reject,67.0
structured,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.108, 0.746, 0.958, 0.937]",M3,a_accept,1,Accept_M3,-38.0
image,none,false,non_compliant,start,suboptimal,"[0.079, 0.986, 0.989, 0.829]",M3,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_accept,9,Reject,46.0
structured,remote_id,high-risk,EU_only,start,insufficient,"[0.167, 0.921, 0.904, 0.958]",M2,a_accept,1,Accept_M2,19.0
multimodal,none,false,EU_only,start,insufficient,"[0.13, 0.856, 0.938, 0.725]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,categorisation,false,inadequate_SCC,start,insufficient,"[0.166, 0.88, 0.765, 0.821]",M4,a_next -> a_accept,2,Reject,65.0
unstructured_text,verification,high-risk,adequacy,start,insufficient,"[0.156, 0.838, 0.778, 0.879]",M2,a_accept,1,Accept_M2,19.0
structured,categorisation,false,EU_only,start,suboptimal,"[0.094, 0.838, 0.805, 0.939]",M4,a_accept,1,Reject,70.0
multimodal,verification,high-risk,non_compliant,start,insufficient,"[0.106, 0.763, 0.985, 0.755]",M3,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_accept,6,Accept_M2,4.0
multimodal,remote_id,high-risk,adequacy,start,insufficient,"[0.128, 0.763, 0.824, 0.839]",M2,a_accept,1,Accept_M2,19.0
structured,none,false,EU_only,start,insufficient,"[0.105, 0.877, 0.792, 0.949]",M1,a_accept,1,Accept_M1,53.0
unstructured_text,remote_id,high-risk,EU_only,start,insufficient,"[0.049, 0.865, 0.733, 0.779]",M2,a_accept,1,Accept_M2,19.0
multimodal,categorisation,false,adequacy,start,insufficient,"[0.024, 0.915, 0.723, 0.788]",M4,a_accept,1,Reject,70.0
unstructured_text,verification,high-risk,non_compliant,start,insufficient,"[0.195, 0.873, 0.744, 0.964]",M3,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_accept,8,Reject,49.0
unstructured_text,remote_id,high-risk,non_compliant,start,insufficient,"[0.068, 0.724, 0.788, 0.962]",M3,a_eval -> a_accept,2,Reject,67.0
unstructured_text,none,false,adequacy,start,suboptimal,"[0.091, 0.885, 0.861, 0.946]",M1,a_accept,1,Accept_M1,53.0
structured,verification,high-risk,adequacy,start,insufficient,"[0.124, 0.759, 0.862, 0.982]",M2,a_accept,1,Accept_M2,19.0
image,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.057, 0.901, 0.855, 0.703]",M3,a_accept,1,Accept_M3,-38.0
unstructured_text,none,false,adequacy,start,suboptimal,"[0.013, 0.979, 0.935, 0.89]",M1,a_accept,1,Accept_M1,53.0
image,remote_id,high-risk,inadequate_SCC,start,suboptimal,"[0.031, 0.962, 0.875, 0.886]",M3,a_accept,1,Accept_M3,-38.0
image,verification,high-risk,inadequate_SCC,start,insufficient,"[0.109, 0.729, 0.905, 0.701]",M3,a_accept,1,Accept_M3,-38.0
multimodal,none,false,inadequate_SCC,start,insufficient,"[0.175, 0.868, 0.791, 0.981]",M3,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_accept,7,Reject,52.0
unstructured_text,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.031, 0.715, 0.743, 0.982]",M3,a_accept,1,Accept_M3,-38.0
image,remote_id,high-risk,EU_only,start,insufficient,"[0.159, 0.847, 0.944, 0.767]",M2,a_accept,1,Accept_M2,19.0
image,categorisation,false,adequacy,start,insufficient,"[0.044, 0.754, 0.879, 0.783]",M4,a_accept,1,Reject,70.0
structured,remote_id,high-risk,non_compliant,start,insufficient,"[0.09, 0.705, 0.789, 0.962]",M3,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_accept,10,Reject,43.0
unstructured_text,remote_id,high-risk,adequacy,start,suboptimal,"[0.022, 0.886, 0.817, 0.872]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,none,false,EU_only,start,insufficient,"[0.174, 0.701, 0.704, 0.964]",M1,a_accept,1,Accept_M1,53.0
structured,categorisation,false,adequacy,start,insufficient,"[0.15, 0.707, 0.823, 0.821]",M4,a_accept,1,Reject,70.0
unstructured_text,none,false,adequacy,start,insufficient,"[0.181, 0.902, 0.844, 0.747]",M1,a_accept,1,Accept_M1,53.0
unstructured_text,none,false,adequacy,start,insufficient,"[0.059, 0.833, 0.703, 0.761]",M1,a_accept,1,Accept_M1,53.0
unstructured_text,remote_id,high-risk,EU_only,start,optimal,"[0.027, 0.953, 0.917, 0.973]",M2,a_accept,1,Accept_M2,19.0
structured,remote_id,high-risk,adequacy,start,insufficient,"[0.174, 0.708, 0.937, 0.733]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,categorisation,false,inadequate_SCC,start,suboptimal,"[0.035, 0.907, 0.952, 0.809]",M4,a_eval -> a_accept,2,Reject,67.0
structured,none,false,EU_only,start,insufficient,"[0.056, 0.756, 0.942, 0.73]",M1,a_accept,1,Accept_M1,53.0
unstructured_text,remote_id,high-risk,non_compliant,start,insufficient,"[0.167, 0.933, 0.844, 0.718]",M3,a_eval -> a_accept,2,Reject,67.0
image,verification,high-risk,EU_only,start,suboptimal,"[0.094, 0.957, 0.967, 0.873]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,verification,high-risk,inadequate_SCC,start,suboptimal,"[0.021, 0.897, 0.94, 0.987]",M3,a_accept,1,Accept_M3,-38.0
unstructured_text,remote_id,high-risk,EU_only,start,insufficient,"[0.177, 0.971, 0.816, 0.966]",M2,a_accept,1,Accept_M2,19.0
image,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.186, 0.823, 0.817, 0.917]",M3,a_accept,1,Accept_M3,-38.0
unstructured_text,none,false,adequacy,start,insufficient,"[0.084, 0.817, 0.738, 0.769]",M1,a_accept,1,Accept_M1,53.0
multimodal,none,false,adequacy,start,suboptimal,"[0.095, 0.935, 0.971, 0.93]",M2,a_accept,1,Accept_M2,19.0
multimodal,remote_id,high-risk,non_compliant,start,insufficient,"[0.195, 0.783, 0.927, 0.939]",M3,a_eval -> a_accept,2,Reject,67.0
unstructured_text,categorisation,false,inadequate_SCC,start,insufficient,"[0.149, 0.759, 0.843, 0.889]",M4,a_next -> a_accept,2,Reject,65.0
multimodal,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.035, 0.974, 0.797, 0.948]",M3,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval,20,M3,-60.0
unstructured_text,remote_id,high-risk,EU_only,start,insufficient,"[0.102, 0.945, 0.967, 0.719]",M2,a_accept,1,Accept_M2,19.0
multimodal,verification,high-risk,adequacy,start,insufficient,"[0.121, 0.889, 0.793, 0.848]",M2,a_accept,1,Accept_M2,19.0
multimodal,remote_id,high-risk,non_compliant,start,insufficient,"[0.067, 0.743, 0.965, 0.728]",M3,a_eval -> a_accept,2,Reject,67.0
unstructured_text,none,false,EU_only,start,insufficient,"[0.012, 0.848, 0.922, 0.733]",M1,a_accept,1,Accept_M1,53.0
unstructured_text,none,false,non_compliant,start,insufficient,"[0.196, 0.771, 0.799, 0.821]",M3,a_eval -> a_eval -> a_eval -> a_eval -> a_accept,5,Reject,58.0
unstructured_text,none,false,adequacy,start,insufficient,"[0.166, 0.959, 0.835, 0.808]",M1,a_accept,1,Accept_M1,53.0
multimodal,remote_id,high-risk,non_compliant,start,insufficient,"[0.096, 0.769, 0.913, 0.91]",M3,a_eval -> a_eval -> a_accept,3,Reject,64.0
structured,verification,high-risk,non_compliant,start,insufficient,"[0.099, 0.798, 0.714, 0.951]",M3,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_accept,13,Reject,34.0
unstructured_text,remote_id,high-risk,adequacy,start,suboptimal,"[0.074, 0.829, 0.857, 0.884]",M2,a_accept,1,Accept_M2,19.0
image,verification,high-risk,non_compliant,start,insufficient,"[0.152, 0.948, 0.771, 0.747]",M3,a_eval -> a_accept,2,Reject,67.0
image,categorisation,false,inadequate_SCC,start,insufficient,"[0.119, 0.765, 0.898, 0.715]",M4,a_next -> a_accept,2,Reject,65.0
unstructured_text,none,false,inadequate_SCC,start,insufficient,"[0.056, 0.987, 0.988, 0.756]",M3,a_accept,1,Accept_M3,-38.0
multimodal,remote_id,high-risk,EU_only,start,insufficient,"[0.049, 0.863, 0.717, 0.74]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.134, 0.732, 0.838, 0.807]",M3,a_accept,1,Accept_M3,-38.0
structured,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.088, 0.736, 0.771, 0.932]",M3,a_accept,1,Accept_M3,-38.0
multimodal,remote_id,high-risk,EU_only,start,insufficient,"[0.169, 0.962, 0.852, 0.733]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,remote_id,high-risk,adequacy,start,suboptimal,"[0.032, 0.957, 0.983, 0.885]",M2,a_accept,1,Accept_M2,19.0
image,categorisation,false,adequacy,start,insufficient,"[0.183, 0.746, 0.876, 0.81]",M4,a_accept,1,Reject,70.0
structured,remote_id,high-risk,adequacy,start,insufficient,"[0.119, 0.974, 0.85, 0.782]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.191, 0.909, 0.809, 0.948]",M3,a_accept,1,Accept_M3,-38.0
image,categorisation,false,adequacy,start,insufficient,"[0.175, 0.89, 0.874, 0.752]",M4,a_accept,1,Reject,70.0
image,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.175, 0.924, 0.8, 0.901]",M3,a_accept,1,Accept_M3,-38.0
multimodal,verification,high-risk,inadequate_SCC,start,optimal,"[0.025, 0.95, 0.955, 0.945]",M3,a_eval -> a_accept,2,Reject,67.0
unstructured_text,remote_id,high-risk,EU_only,start,suboptimal,"[0.101, 0.845, 0.967, 0.936]",M2,a_accept,1,Accept_M2,19.0
structured,categorisation,false,non_compliant,start,insufficient,"[0.128, 0.823, 0.794, 0.911]",M4,a_next -> a_accept,2,Reject,65.0
structured,verification,high-risk,EU_only,start,insufficient,"[0.111, 0.787, 0.758, 0.827]",M2,a_accept,1,Accept_M2,19.0
image,none,false,adequacy,start,insufficient,"[0.041, 0.701, 0.876, 0.716]",M1,a_accept,1,Accept_M1,53.0
unstructured_text,categorisation,false,non_compliant,start,suboptimal,"[0.136, 0.847, 0.953, 0.824]",M4,a_eval -> a_accept,2,Reject,67.0
unstructured_text,remote_id,high-risk,EU_only,start,suboptimal,"[0.026, 0.909, 0.806, 0.978]",M2,a_accept,1,Accept_M2,19.0
