d,b,r,c,k,m,m_metrics,initial_identified_model,actions_sequence,total_steps,final_state,total_reward
unstructured_text,none,false,inadequate_SCC,start,insufficient,"[0.084, 0.923, 0.704, 0.736]",M3,a_accept,1,Accept_M3,-38.0
image,none,false,EU_only,start,insufficient,"[0.193, 0.857, 0.722, 0.895]",M1,a_accept,1,Accept_M1,53.0
structured,verification,high-risk,EU_only,start,insufficient,"[0.122, 0.918, 0.825, 0.712]",M2,a_accept,1,Accept_M2,19.0
multimodal,verification,high-risk,adequacy,start,insufficient,"[0.154, 0.771, 0.809, 0.799]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,remote_id,high-risk,EU_only,start,suboptimal,"[0.046, 0.865, 0.988, 0.861]",M2,a_accept,1,Accept_M2,19.0
image,categorisation,false,adequacy,start,insufficient,"[0.163, 0.858, 0.955, 0.711]",M4,a_accept,1,Reject,70.0
image,verification,high-risk,non_compliant,start,insufficient,"[0.191, 0.906, 0.741, 0.72]",M3,a_eval -> a_eval -> a_accept,3,Reject,64.0
multimodal,none,false,EU_only,start,suboptimal,"[0.034, 0.837, 0.891, 0.832]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,categorisation,false,non_compliant,start,insufficient,"[0.106, 0.791, 0.917, 0.868]",M4,a_next -> a_accept,2,Reject,65.0
unstructured_text,none,false,inadequate_SCC,start,insufficient,"[0.176, 0.96, 0.77, 0.794]",M3,a_accept,1,Accept_M3,-38.0
unstructured_text,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.102, 0.826, 0.882, 0.764]",M3,a_accept,1,Accept_M3,-38.0
image,remote_id,high-risk,non_compliant,start,insufficient,"[0.154, 0.715, 0.794, 0.965]",M3,a_eval -> a_accept,2,Accept_M2,16.0
image,categorisation,false,non_compliant,start,insufficient,"[0.184, 0.711, 0.756, 0.82]",M4,a_reject -> a_next -> a_accept,3,Accept_M1,43.0
image,verification,high-risk,adequacy,start,insufficient,"[0.156, 0.871, 0.908, 0.764]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,verification,high-risk,EU_only,start,suboptimal,"[0.071, 0.803, 0.982, 0.822]",M2,a_accept,1,Accept_M2,19.0
structured,none,false,non_compliant,start,insufficient,"[0.02, 0.912, 0.767, 0.83]",M3,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_accept,14,Accept_M2,-20.0
unstructured_text,none,false,adequacy,start,insufficient,"[0.019, 0.979, 0.769, 0.704]",M1,a_accept,1,Accept_M1,53.0
image,remote_id,high-risk,non_compliant,start,insufficient,"[0.042, 0.841, 0.979, 0.719]",M3,a_eval -> a_accept,2,Reject,67.0
structured,remote_id,high-risk,adequacy,start,insufficient,"[0.108, 0.725, 0.873, 0.913]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,categorisation,false,non_compliant,start,insufficient,"[0.128, 0.78, 0.869, 0.846]",M4,a_next -> a_accept,2,Reject,65.0
structured,remote_id,high-risk,adequacy,start,insufficient,"[0.061, 0.756, 0.787, 0.873]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,categorisation,false,inadequate_SCC,start,suboptimal,"[0.097, 0.976, 0.811, 0.872]",M4,a_eval -> a_accept,2,Reject,67.0
unstructured_text,remote_id,high-risk,adequacy,start,suboptimal,"[0.136, 0.826, 0.903, 0.906]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,remote_id,high-risk,adequacy,start,insufficient,"[0.117, 0.986, 0.9, 0.792]",M2,a_accept,1,Accept_M2,19.0
multimodal,none,false,EU_only,start,insufficient,"[0.179, 0.917, 0.976, 0.831]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,categorisation,false,inadequate_SCC,start,insufficient,"[0.111, 0.851, 0.713, 0.786]",M4,a_next -> a_accept,2,Reject,65.0
image,none,false,EU_only,start,insufficient,"[0.166, 0.794, 0.892, 0.817]",M1,a_accept,1,Accept_M1,53.0
unstructured_text,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.077, 0.843, 0.886, 0.715]",M3,a_accept,1,Accept_M3,-38.0
structured,categorisation,false,EU_only,start,suboptimal,"[0.094, 0.97, 0.805, 0.978]",M4,a_accept,1,Reject,70.0
structured,verification,high-risk,inadequate_SCC,start,insufficient,"[0.018, 0.884, 0.767, 0.901]",M3,a_accept,1,Accept_M3,-38.0
structured,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.17, 0.881, 0.838, 0.805]",M3,a_accept,1,Accept_M3,-38.0
multimodal,remote_id,high-risk,EU_only,start,insufficient,"[0.113, 0.796, 0.838, 0.96]",M2,a_accept,1,Accept_M2,19.0
structured,remote_id,high-risk,EU_only,start,insufficient,"[0.105, 0.721, 0.986, 0.769]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,categorisation,false,adequacy,start,suboptimal,"[0.073, 0.927, 0.856, 0.917]",M4,a_accept,1,Reject,70.0
image,none,false,inadequate_SCC,start,insufficient,"[0.049, 0.76, 0.895, 0.876]",M3,a_accept,1,Accept_M3,-38.0
unstructured_text,remote_id,high-risk,EU_only,start,insufficient,"[0.059, 0.831, 0.989, 0.717]",M2,a_accept,1,Accept_M2,19.0
structured,remote_id,high-risk,EU_only,start,insufficient,"[0.186, 0.915, 0.787, 0.755]",M2,a_accept,1,Accept_M2,19.0
structured,remote_id,high-risk,EU_only,start,insufficient,"[0.018, 0.922, 0.781, 0.788]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,remote_id,high-risk,EU_only,start,suboptimal,"[0.104, 0.885, 0.98, 0.807]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,none,false,adequacy,start,insufficient,"[0.134, 0.727, 0.979, 0.864]",M1,a_accept,1,Accept_M1,53.0
unstructured_text,verification,high-risk,adequacy,start,insufficient,"[0.087, 0.859, 0.847, 0.786]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,none,false,inadequate_SCC,start,insufficient,"[0.049, 0.731, 0.843, 0.855]",M3,a_accept,1,Accept_M3,-38.0
multimodal,verification,high-risk,inadequate_SCC,start,suboptimal,"[0.073, 0.895, 0.829, 0.926]",M3,a_eval -> a_accept,2,Accept_M2,16.0
structured,verification,high-risk,adequacy,start,insufficient,"[0.029, 0.872, 0.911, 0.727]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,categorisation,false,adequacy,start,insufficient,"[0.181, 0.969, 0.798, 0.72]",M4,a_accept,1,Reject,70.0
unstructured_text,categorisation,false,adequacy,start,insufficient,"[0.154, 0.981, 0.877, 0.97]",M4,a_accept,1,Reject,70.0
unstructured_text,remote_id,high-risk,non_compliant,start,suboptimal,"[0.091, 0.901, 0.823, 0.907]",M3,a_eval -> a_accept,2,Reject,67.0
multimodal,verification,high-risk,inadequate_SCC,start,insufficient,"[0.054, 0.794, 0.903, 0.721]",M3,a_eval -> a_eval -> a_eval -> a_accept,4,Accept_M2,10.0
image,verification,high-risk,EU_only,start,insufficient,"[0.198, 0.74, 0.888, 0.88]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,remote_id,high-risk,EU_only,start,suboptimal,"[0.1, 0.946, 0.901, 0.968]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.15, 0.914, 0.72, 0.916]",M3,a_accept,1,Accept_M3,-38.0
unstructured_text,verification,high-risk,non_compliant,start,insufficient,"[0.199, 0.881, 0.842, 0.891]",M3,a_eval -> a_accept,2,Reject,67.0
image,none,false,inadequate_SCC,start,insufficient,"[0.179, 0.959, 0.929, 0.719]",M3,a_accept,1,Accept_M3,-38.0
unstructured_text,none,false,non_compliant,start,insufficient,"[0.153, 0.985, 0.967, 0.844]",M3,a_eval -> a_accept,2,Reject,67.0
multimodal,categorisation,false,adequacy,start,insufficient,"[0.191, 0.709, 0.881, 0.709]",M4,a_accept,1,Reject,70.0
image,remote_id,high-risk,non_compliant,start,insufficient,"[0.112, 0.753, 0.731, 0.713]",M3,a_eval -> a_accept,2,Accept_M2,16.0
structured,categorisation,false,EU_only,start,insufficient,"[0.145, 0.706, 0.865, 0.919]",M4,a_accept,1,Reject,70.0
image,verification,high-risk,adequacy,start,insufficient,"[0.186, 0.942, 0.795, 0.888]",M2,a_accept,1,Accept_M2,19.0
multimodal,categorisation,false,non_compliant,start,insufficient,"[0.042, 0.749, 0.99, 0.935]",M4,a_reject -> a_next -> a_eval -> a_eval -> a_accept,5,Reject,54.0
multimodal,remote_id,high-risk,adequacy,start,insufficient,"[0.163, 0.928, 0.876, 0.772]",M2,a_accept,1,Accept_M2,19.0
structured,remote_id,high-risk,EU_only,start,insufficient,"[0.04, 0.717, 0.775, 0.862]",M2,a_accept,1,Accept_M2,19.0
image,verification,high-risk,adequacy,start,insufficient,"[0.152, 0.986, 0.936, 0.846]",M2,a_accept,1,Accept_M2,19.0
image,none,false,inadequate_SCC,start,insufficient,"[0.181, 0.848, 0.707, 0.844]",M3,a_accept,1,Accept_M3,-38.0
multimodal,remote_id,high-risk,non_compliant,start,insufficient,"[0.118, 0.823, 0.759, 0.706]",M3,a_eval -> a_eval -> a_eval -> a_accept,4,Accept_M2,10.0
image,none,false,adequacy,start,suboptimal,"[0.07, 0.81, 0.871, 0.858]",M1,a_accept,1,Accept_M1,53.0
unstructured_text,categorisation,false,EU_only,start,insufficient,"[0.114, 0.914, 0.743, 0.732]",M4,a_accept,1,Reject,70.0
structured,categorisation,false,inadequate_SCC,start,insufficient,"[0.162, 0.75, 0.93, 0.763]",M4,a_next -> a_accept,2,Reject,65.0
structured,categorisation,false,non_compliant,start,insufficient,"[0.031, 0.768, 0.765, 0.745]",M4,a_next -> a_accept,2,Reject,65.0
unstructured_text,remote_id,high-risk,EU_only,start,insufficient,"[0.182, 0.712, 0.828, 0.703]",M2,a_accept,1,Accept_M2,19.0
structured,verification,high-risk,adequacy,start,insufficient,"[0.169, 0.878, 0.961, 0.863]",M2,a_accept,1,Accept_M2,19.0
image,remote_id,high-risk,non_compliant,start,insufficient,"[0.03, 0.936, 0.871, 0.709]",M3,a_eval -> a_eval -> a_eval -> a_eval -> a_accept,5,Reject,58.0
unstructured_text,categorisation,false,inadequate_SCC,start,insufficient,"[0.125, 0.812, 0.948, 0.712]",M4,a_next -> a_accept,2,Reject,65.0
multimodal,remote_id,high-risk,inadequate_SCC,start,suboptimal,"[0.13, 0.835, 0.909, 0.939]",M3,a_eval -> a_eval -> a_accept,3,Reject,64.0
structured,verification,high-risk,adequacy,start,insufficient,"[0.165, 0.779, 0.756, 0.833]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,remote_id,high-risk,adequacy,start,insufficient,"[0.049, 0.889, 0.945, 0.758]",M2,a_accept,1,Accept_M2,19.0
structured,remote_id,high-risk,adequacy,start,insufficient,"[0.08, 0.772, 0.707, 0.866]",M2,a_accept,1,Accept_M2,19.0
image,categorisation,false,adequacy,start,insufficient,"[0.135, 0.773, 0.773, 0.826]",M4,a_accept,1,Reject,70.0
unstructured_text,categorisation,false,adequacy,start,insufficient,"[0.069, 0.919, 0.72, 0.736]",M4,a_accept,1,Reject,70.0
multimodal,remote_id,high-risk,adequacy,start,insufficient,"[0.152, 0.762, 0.971, 0.928]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,categorisation,false,EU_only,start,insufficient,"[0.168, 0.776, 0.965, 0.82]",M4,a_accept,1,Reject,70.0
multimodal,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.183, 0.755, 0.925, 0.9]",M3,a_eval -> a_accept,2,Reject,67.0
multimodal,remote_id,high-risk,EU_only,start,insufficient,"[0.117, 0.893, 0.751, 0.882]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,remote_id,high-risk,EU_only,start,insufficient,"[0.15, 0.932, 0.724, 0.713]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,verification,high-risk,EU_only,start,insufficient,"[0.095, 0.988, 0.736, 0.977]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,none,false,inadequate_SCC,start,insufficient,"[0.188, 0.719, 0.836, 0.709]",M3,a_accept,1,Accept_M3,-38.0
multimodal,verification,high-risk,inadequate_SCC,start,suboptimal,"[0.022, 0.823, 0.849, 0.816]",M3,a_eval -> a_accept,2,Reject,67.0
structured,remote_id,high-risk,EU_only,start,insufficient,"[0.104, 0.741, 0.977, 0.74]",M2,a_accept,1,Accept_M2,19.0
structured,remote_id,high-risk,EU_only,start,insufficient,"[0.081, 0.871, 0.959, 0.792]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,verification,high-risk,EU_only,start,insufficient,"[0.198, 0.869, 0.962, 0.935]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,verification,high-risk,inadequate_SCC,start,insufficient,"[0.163, 0.822, 0.768, 0.978]",M3,a_accept,1,Accept_M3,-38.0
structured,none,false,non_compliant,start,insufficient,"[0.111, 0.726, 0.79, 0.818]",M3,a_eval -> a_eval -> a_accept,3,Accept_M2,13.0
structured,remote_id,high-risk,inadequate_SCC,start,suboptimal,"[0.102, 0.937, 0.83, 0.894]",M3,a_accept,1,Accept_M3,-38.0
unstructured_text,verification,high-risk,non_compliant,start,suboptimal,"[0.038, 0.896, 0.85, 0.988]",M3,a_eval -> a_eval -> a_eval -> a_accept,4,Accept_M2,10.0
image,none,false,inadequate_SCC,start,insufficient,"[0.058, 0.838, 0.719, 0.704]",M3,a_eval -> a_eval -> a_eval -> a_accept,4,Accept_M2,10.0
multimodal,remote_id,high-risk,non_compliant,start,insufficient,"[0.038, 0.807, 0.77, 0.963]",M3,a_eval -> a_eval -> a_accept,3,Accept_M2,13.0
multimodal,categorisation,false,non_compliant,start,insufficient,"[0.018, 0.765, 0.807, 0.884]",M4,a_reject -> a_next -> a_accept,3,Accept_M2,9.0
multimodal,categorisation,false,adequacy,start,suboptimal,"[0.069, 0.897, 0.933, 0.851]",M4,a_accept,1,Reject,70.0
structured,remote_id,high-risk,adequacy,start,insufficient,"[0.076, 0.839, 0.701, 0.913]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,verification,high-risk,non_compliant,start,suboptimal,"[0.101, 0.896, 0.833, 0.898]",M3,a_eval -> a_eval -> a_eval -> a_accept,4,Reject,61.0
structured,remote_id,high-risk,adequacy,start,suboptimal,"[0.049, 0.846, 0.905, 0.85]",M2,a_accept,1,Accept_M2,19.0
image,categorisation,false,adequacy,start,suboptimal,"[0.031, 0.831, 0.808, 0.817]",M4,a_accept,1,Reject,70.0
multimodal,remote_id,high-risk,non_compliant,start,suboptimal,"[0.057, 0.976, 0.89, 0.806]",M3,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_accept,8,Reject,49.0
unstructured_text,none,false,adequacy,start,insufficient,"[0.099, 0.809, 0.791, 0.765]",M1,a_accept,1,Accept_M1,53.0
image,remote_id,high-risk,non_compliant,start,insufficient,"[0.092, 0.748, 0.76, 0.818]",M3,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_reject -> a_next -> a_accept,9,Accept_M2,-9.0
structured,remote_id,high-risk,inadequate_SCC,start,suboptimal,"[0.048, 0.977, 0.874, 0.834]",M3,a_accept,1,Accept_M3,-38.0
unstructured_text,none,false,inadequate_SCC,start,insufficient,"[0.106, 0.724, 0.774, 0.792]",M3,a_accept,1,Accept_M3,-38.0
unstructured_text,categorisation,false,adequacy,start,suboptimal,"[0.123, 0.929, 0.94, 0.883]",M4,a_accept,1,Reject,70.0
image,remote_id,high-risk,non_compliant,start,insufficient,"[0.11, 0.775, 0.907, 0.783]",M3,a_eval -> a_accept,2,Accept_M2,16.0
image,verification,high-risk,non_compliant,start,insufficient,"[0.029, 0.725, 0.971, 0.981]",M3,a_eval -> a_accept,2,Accept_M2,16.0
image,verification,high-risk,EU_only,start,insufficient,"[0.186, 0.942, 0.907, 0.749]",M2,a_accept,1,Accept_M2,19.0
structured,verification,high-risk,non_compliant,start,suboptimal,"[0.055, 0.818, 0.82, 0.816]",M3,a_eval -> a_accept,2,Reject,67.0
unstructured_text,remote_id,high-risk,EU_only,start,insufficient,"[0.196, 0.911, 0.822, 0.739]",M2,a_accept,1,Accept_M2,19.0
multimodal,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.121, 0.952, 0.793, 0.818]",M3,a_eval -> a_eval -> a_accept,3,Accept_M2,13.0
unstructured_text,categorisation,false,EU_only,start,suboptimal,"[0.136, 0.883, 0.968, 0.803]",M4,a_accept,1,Reject,70.0
unstructured_text,categorisation,false,EU_only,start,insufficient,"[0.139, 0.772, 0.915, 0.785]",M4,a_accept,1,Reject,70.0
image,verification,high-risk,inadequate_SCC,start,insufficient,"[0.165, 0.856, 0.759, 0.882]",M3,a_accept,1,Accept_M3,-38.0
structured,verification,high-risk,non_compliant,start,insufficient,"[0.084, 0.702, 0.956, 0.726]",M3,a_eval -> a_accept,2,Accept_M2,16.0
image,verification,high-risk,inadequate_SCC,start,insufficient,"[0.191, 0.987, 0.913, 0.978]",M3,a_accept,1,Accept_M3,-38.0
structured,categorisation,false,EU_only,start,insufficient,"[0.153, 0.798, 0.827, 0.911]",M4,a_accept,1,Reject,70.0
unstructured_text,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.034, 0.854, 0.825, 0.735]",M3,a_accept,1,Accept_M3,-38.0
image,verification,high-risk,adequacy,start,insufficient,"[0.094, 0.82, 0.814, 0.748]",M2,a_accept,1,Accept_M2,19.0
image,verification,high-risk,EU_only,start,suboptimal,"[0.046, 0.818, 0.855, 0.85]",M2,a_accept,1,Accept_M2,19.0
image,none,false,adequacy,start,insufficient,"[0.079, 0.803, 0.702, 0.822]",M1,a_accept,1,Accept_M1,53.0
image,verification,high-risk,inadequate_SCC,start,insufficient,"[0.2, 0.922, 0.867, 0.799]",M3,a_accept,1,Accept_M3,-38.0
structured,remote_id,high-risk,inadequate_SCC,start,suboptimal,"[0.064, 0.818, 0.844, 0.841]",M3,a_accept,1,Accept_M3,-38.0
unstructured_text,categorisation,false,adequacy,start,insufficient,"[0.189, 0.899, 0.81, 0.709]",M4,a_accept,1,Reject,70.0
structured,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.071, 0.765, 0.964, 0.708]",M3,a_accept,1,Accept_M3,-38.0
multimodal,none,false,non_compliant,start,insufficient,"[0.156, 0.925, 0.854, 0.897]",M3,a_eval -> a_accept,2,Reject,67.0
multimodal,categorisation,false,EU_only,start,insufficient,"[0.036, 0.791, 0.783, 0.723]",M4,a_accept,1,Reject,70.0
structured,remote_id,high-risk,adequacy,start,suboptimal,"[0.034, 0.846, 0.922, 0.842]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,remote_id,high-risk,EU_only,start,insufficient,"[0.01, 0.781, 0.81, 0.708]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,none,false,non_compliant,start,insufficient,"[0.175, 0.833, 0.988, 0.745]",M3,a_eval -> a_accept,2,Accept_M2,16.0
image,remote_id,high-risk,EU_only,start,suboptimal,"[0.025, 0.935, 0.967, 0.834]",M2,a_accept,1,Accept_M2,19.0
image,categorisation,false,EU_only,start,suboptimal,"[0.108, 0.815, 0.871, 0.946]",M4,a_accept,1,Reject,70.0
structured,verification,high-risk,non_compliant,start,insufficient,"[0.067, 0.797, 0.828, 0.84]",M3,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_accept,8,Accept_M2,-2.0
image,remote_id,high-risk,EU_only,start,insufficient,"[0.168, 0.91, 0.809, 0.804]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,remote_id,high-risk,EU_only,start,insufficient,"[0.11, 0.732, 0.938, 0.759]",M2,a_accept,1,Accept_M2,19.0
multimodal,none,false,non_compliant,start,insufficient,"[0.127, 0.821, 0.785, 0.829]",M3,a_eval -> a_accept,2,Accept_M2,16.0
multimodal,remote_id,high-risk,EU_only,start,suboptimal,"[0.142, 0.921, 0.941, 0.886]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,remote_id,high-risk,adequacy,start,insufficient,"[0.181, 0.927, 0.799, 0.825]",M2,a_accept,1,Accept_M2,19.0
multimodal,remote_id,high-risk,adequacy,start,insufficient,"[0.18, 0.931, 0.707, 0.932]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,verification,high-risk,adequacy,start,insufficient,"[0.01, 0.949, 0.76, 0.898]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,remote_id,high-risk,non_compliant,start,insufficient,"[0.04, 0.892, 0.713, 0.738]",M3,a_eval -> a_eval -> a_accept,3,Accept_M2,13.0
multimodal,none,false,EU_only,start,insufficient,"[0.186, 0.869, 0.842, 0.796]",M2,a_accept,1,Accept_M2,19.0
image,categorisation,false,inadequate_SCC,start,suboptimal,"[0.045, 0.878, 0.98, 0.907]",M4,a_eval -> a_accept,2,Reject,67.0
multimodal,categorisation,false,adequacy,start,suboptimal,"[0.044, 0.96, 0.879, 0.967]",M4,a_accept,1,Reject,70.0
structured,verification,high-risk,EU_only,start,suboptimal,"[0.074, 0.84, 0.951, 0.912]",M2,a_accept,1,Accept_M2,19.0
multimodal,remote_id,high-risk,non_compliant,start,insufficient,"[0.023, 0.781, 0.746, 0.883]",M3,a_eval -> a_eval -> a_eval -> a_accept,4,Accept_M2,10.0
image,remote_id,high-risk,non_compliant,start,insufficient,"[0.016, 0.936, 0.797, 0.951]",M3,a_eval -> a_eval -> a_eval -> a_eval -> a_reject -> a_next -> a_accept,7,Accept_M2,-3.0
unstructured_text,remote_id,high-risk,non_compliant,start,suboptimal,"[0.148, 0.82, 0.964, 0.947]",M3,a_eval -> a_eval -> a_eval -> a_accept,4,Accept_M2,10.0
multimodal,none,false,non_compliant,start,suboptimal,"[0.091, 0.895, 0.911, 0.901]",M3,a_eval -> a_eval -> a_eval -> a_accept,4,Accept_M2,10.0
unstructured_text,remote_id,high-risk,non_compliant,start,insufficient,"[0.059, 0.778, 0.976, 0.93]",M3,a_eval -> a_accept,2,Accept_M2,16.0
unstructured_text,remote_id,high-risk,EU_only,start,insufficient,"[0.186, 0.818, 0.801, 0.943]",M2,a_accept,1,Accept_M2,19.0
image,categorisation,false,adequacy,start,insufficient,"[0.121, 0.739, 0.827, 0.718]",M4,a_accept,1,Reject,70.0
structured,categorisation,false,adequacy,start,insufficient,"[0.141, 0.757, 0.816, 0.887]",M4,a_accept,1,Reject,70.0
structured,verification,high-risk,non_compliant,start,suboptimal,"[0.068, 0.979, 0.915, 0.927]",M3,a_eval -> a_eval -> a_eval -> a_eval -> a_accept,5,Reject,58.0
unstructured_text,remote_id,high-risk,EU_only,start,insufficient,"[0.137, 0.813, 0.709, 0.78]",M2,a_accept,1,Accept_M2,19.0
image,remote_id,high-risk,adequacy,start,insufficient,"[0.124, 0.952, 0.763, 0.705]",M2,a_accept,1,Accept_M2,19.0
image,categorisation,false,adequacy,start,insufficient,"[0.185, 0.872, 0.736, 0.721]",M4,a_accept,1,Reject,70.0
structured,none,false,inadequate_SCC,start,insufficient,"[0.132, 0.784, 0.916, 0.988]",M3,a_accept,1,Accept_M3,-38.0
multimodal,categorisation,false,EU_only,start,insufficient,"[0.091, 0.875, 0.869, 0.704]",M4,a_accept,1,Reject,70.0
image,remote_id,high-risk,EU_only,start,insufficient,"[0.116, 0.77, 0.973, 0.99]",M2,a_accept,1,Accept_M2,19.0
image,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.124, 0.728, 0.902, 0.787]",M3,a_accept,1,Accept_M3,-38.0
unstructured_text,remote_id,high-risk,non_compliant,start,suboptimal,"[0.087, 0.943, 0.973, 0.876]",M3,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_accept,8,Accept_M2,-2.0
unstructured_text,verification,high-risk,inadequate_SCC,start,insufficient,"[0.164, 0.795, 0.858, 0.798]",M3,a_accept,1,Accept_M3,-38.0
image,remote_id,high-risk,adequacy,start,insufficient,"[0.1, 0.721, 0.721, 0.946]",M2,a_accept,1,Accept_M2,19.0
image,none,false,inadequate_SCC,start,insufficient,"[0.15, 0.927, 0.855, 0.959]",M3,a_accept,1,Accept_M3,-38.0
multimodal,remote_id,high-risk,adequacy,start,suboptimal,"[0.1, 0.987, 0.922, 0.947]",M2,a_accept,1,Accept_M2,19.0
image,none,false,non_compliant,start,insufficient,"[0.131, 0.823, 0.78, 0.823]",M3,a_eval -> a_accept,2,Accept_M2,16.0
structured,categorisation,false,inadequate_SCC,start,suboptimal,"[0.074, 0.879, 0.823, 0.959]",M4,a_next -> a_accept,2,Reject,65.0
unstructured_text,categorisation,false,non_compliant,start,insufficient,"[0.017, 0.966, 0.875, 0.703]",M4,a_next -> a_accept,2,Reject,65.0
multimodal,remote_id,high-risk,non_compliant,start,suboptimal,"[0.028, 0.983, 0.982, 0.859]",M3,a_eval -> a_eval -> a_eval -> a_accept,4,Reject,61.0
image,remote_id,high-risk,non_compliant,start,insufficient,"[0.191, 0.908, 0.917, 0.756]",M3,a_eval -> a_eval -> a_eval -> a_eval -> a_accept,5,Reject,58.0
unstructured_text,none,false,EU_only,start,suboptimal,"[0.03, 0.91, 0.853, 0.888]",M1,a_accept,1,Accept_M1,53.0
unstructured_text,categorisation,false,EU_only,start,insufficient,"[0.091, 0.724, 0.95, 0.766]",M4,a_accept,1,Reject,70.0
multimodal,categorisation,false,non_compliant,start,suboptimal,"[0.041, 0.957, 0.848, 0.964]",M4,a_reject -> a_next -> a_accept,3,Accept_M2,9.0
multimodal,none,false,adequacy,start,insufficient,"[0.113, 0.822, 0.769, 0.858]",M2,a_accept,1,Accept_M2,19.0
unstructured_text,none,false,adequacy,start,insufficient,"[0.177, 0.852, 0.818, 0.944]",M1,a_accept,1,Accept_M1,53.0
multimodal,remote_id,high-risk,non_compliant,start,suboptimal,"[0.142, 0.872, 0.971, 0.916]",M3,a_eval -> a_eval -> a_eval -> a_accept,4,Reject,61.0
structured,remote_id,high-risk,non_compliant,start,insufficient,"[0.076, 0.78, 0.936, 0.938]",M3,a_eval -> a_accept,2,Accept_M2,16.0
unstructured_text,verification,high-risk,EU_only,start,insufficient,"[0.196, 0.817, 0.925, 0.9]",M2,a_accept,1,Accept_M2,19.0
structured,none,false,adequacy,start,suboptimal,"[0.134, 0.882, 0.953, 0.978]",M1,a_accept,1,Accept_M1,53.0
image,remote_id,high-risk,non_compliant,start,insufficient,"[0.171, 0.989, 0.87, 0.867]",M3,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_accept,7,Reject,52.0
multimodal,remote_id,high-risk,adequacy,start,insufficient,"[0.027, 0.712, 0.772, 0.74]",M2,a_accept,1,Accept_M2,19.0
multimodal,verification,high-risk,non_compliant,start,insufficient,"[0.069, 0.855, 0.742, 0.971]",M3,a_eval -> a_eval -> a_eval -> a_eval -> a_accept,5,Accept_M2,7.0
image,categorisation,false,EU_only,start,insufficient,"[0.181, 0.872, 0.853, 0.773]",M4,a_accept,1,Reject,70.0
image,verification,high-risk,non_compliant,start,insufficient,"[0.083, 0.715, 0.907, 0.853]",M3,a_eval -> a_eval -> a_accept,3,Reject,64.0
image,categorisation,false,non_compliant,start,insufficient,"[0.177, 0.784, 0.907, 0.81]",M4,a_reject -> a_next -> a_eval -> a_accept,4,Accept_M2,6.0
unstructured_text,remote_id,high-risk,adequacy,start,suboptimal,"[0.068, 0.802, 0.94, 0.951]",M2,a_accept,1,Accept_M2,19.0
structured,remote_id,high-risk,adequacy,start,insufficient,"[0.014, 0.978, 0.954, 0.764]",M2,a_accept,1,Accept_M2,19.0
image,none,false,non_compliant,start,insufficient,"[0.178, 0.755, 0.72, 0.743]",M3,a_eval -> a_accept,2,Reject,67.0
